role,experience_years,education,num_projects,certifications,location_tier,company_type,skills,salary_lpa
Cybersecurity Analyst,2.5,Masters,3,1,Tier-1,Service-based,ci/cd|linux|network security|penetration testing|risk assessment|siem,11.02
Data Analyst,2.4,Masters,5,0,Tier-1,Service-based,data visualization|excel|power bi|python|sql|tableau,9.31
Backend Developer,3.5,Bachelors,4,1,Tier-1,Service-based,docker|fastapi|node.js|postgresql|python|rest api|sql|system design,12.33
Software Engineer,2.3,Masters,6,1,Tier-3,Service-based,c++|data structures|java|linux|oop|rest api|sql|system design,9.2
Machine Learning Engineer,9.0,Bachelors,3,0,Tier-2,Startup,deep learning|docker|machine learning|pytorch|scikit-learn|tensorflow,22.01
Full Stack Developer,0.7,Bachelors,4,3,Tier-2,Service-based,css|django|html|react|rest api,6.44
Full Stack Developer,0.9,Bachelors,3,1,Tier-2,Enterprise,css|html|javascript|node.js|react|sql,8.97
Cybersecurity Analyst,2.2,Masters,3,1,Tier-2,Service-based,ci/cd|linux|network security|penetration testing|risk assessment,8.61
AI Engineer,14.8,Bachelors,4,2,Tier-1,Service-based,aws|computer vision|deep learning|kubernetes|machine learning|nlp|python|tensorflow,38.78
Cloud Engineer,3.6,Masters,2,1,Tier-1,Startup,aws|ci/cd|docker|gcp|jenkins|kubernetes|system design|terraform,19.34
Cybersecurity Analyst,0.8,Masters,5,1,Tier-1,Service-based,aws|linux|network security|penetration testing|python|risk assessment|siem,8.41
Frontend Developer,0.3,Bachelors,5,0,Tier-1,Product-based,css|git|html|react|typescript,8.39
Software Engineer,0.1,Bachelors,4,0,Tier-1,Startup,algorithms|c++|data structures|java|system design,8.75
Software Engineer,0.0,Bachelors,9,0,Tier-2,Startup,algorithms|c++|data structures|git|java|oop|system design,7.59
Data Analyst,0.1,Bachelors,3,2,Tier-1,Service-based,data visualization|excel|pandas|python|r|sql|statistics|tableau,5.95
DevOps Engineer,1.3,Masters,5,0,Tier-1,Product-based,aws|ci/cd|docker|jenkins|kubernetes,13.25
Backend Developer,1.3,Bachelors,3,1,Tier-1,Service-based,java|node.js|postgresql|python|sql|system design,8.54
Data Analyst,2.0,Bachelors,5,0,Tier-3,Product-based,data visualization|excel|pandas|power bi|python|r|statistics|tableau,7.55
Business Analyst,3.4,Bachelors,3,1,Tier-2,Product-based,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,10.24
Data Scientist,3.2,Bachelors,3,0,Tier-2,Service-based,data visualization|deep learning|machine learning|pandas|power bi|python|scikit-learn|sql|statistics,8.73
Frontend Developer,1.1,Bachelors,3,3,Tier-1,Service-based,agile|css|html|javascript|node.js|react|typescript,8.65
Product Manager,0.4,Bachelors,5,2,Tier-1,Product-based,a/b testing|data visualization|jira|requirements gathering|wireframing,15.33
DevOps Engineer,1.8,Masters,1,3,Tier-2,Service-based,aws|jenkins|kubernetes|linux|terraform,11.03
Machine Learning Engineer,0.6,Masters,4,0,Tier-1,Product-based,deep learning|docker|machine learning|python|scikit-learn|system design|tensorflow,16.09
Business Analyst,1.1,Masters,4,1,Tier-2,Startup,excel|jira|requirements gathering|sql|statistics,8.73
UI/UX Designer,5.6,Masters,5,1,Tier-1,Startup,css|html|prototyping|ui/ux design|user research|wireframing,16.4
Business Analyst,1.5,Masters,8,1,Tier-1,Startup,data visualization|excel|sql,11.36
Product Manager,0.4,Bachelors,6,0,Tier-1,Product-based,agile|jira|stakeholder management|wireframing,15.7
Data Analyst,2.3,Bachelors,8,0,Tier-1,Product-based,data visualization|excel|power bi|statistics|tableau,11.11
UI/UX Designer,3.1,Bachelors,5,0,Tier-3,Product-based,a/b testing|agile|css|figma|prototyping|ui/ux design|user research|wireframing,8.77
Frontend Developer,0.9,Bachelors,4,1,Tier-2,Product-based,agile|css|figma|git|html|node.js|react|typescript,8.29
Cloud Engineer,1.4,Bachelors,4,5,Tier-1,Service-based,aws|ci/cd|docker|gcp|kubernetes|linux|system design,12.44
Machine Learning Engineer,4.9,Bachelors,5,3,Tier-3,Product-based,docker|keras|kubernetes|machine learning|python|pytorch|scikit-learn|system design|tensorflow,16.98
Backend Developer,3.5,Bachelors,6,3,Tier-3,Enterprise,flask|java|node.js|postgresql|python|sql|system design,11.68
Business Analyst,7.2,Bachelors,9,1,Tier-1,Startup,agile|excel|requirements gathering|sql|stakeholder management|statistics,17.64
Business Analyst,2.6,Bachelors,1,0,Tier-1,Startup,agile|data visualization|excel|power bi|requirements gathering|sql|stakeholder management|statistics,10.56
Full Stack Developer,4.0,Bachelors,2,3,Tier-3,Product-based,css|html|javascript|mongodb|node.js|react|rest api|typescript,13.38
Machine Learning Engineer,2.2,Masters,6,1,Tier-1,Product-based,deep learning|docker|keras|machine learning|python|pytorch|tensorflow,15.15
Full Stack Developer,6.1,Bachelors,3,1,Tier-1,Enterprise,css|docker|html|javascript|python|react|rest api|sql,19.4
Machine Learning Engineer,1.1,Bachelors,3,1,Tier-2,Service-based,deep learning|docker|kubernetes|machine learning|python|pytorch|scikit-learn|tensorflow,10.46
Cloud Engineer,3.7,Bachelors,2,2,Tier-1,Product-based,aws|azure|ci/cd|docker|gcp|kubernetes|linux|python,20.85
Data Analyst,0.5,Bachelors,9,2,Tier-1,Startup,data visualization|excel|matplotlib|numpy|power bi|r|statistics,10.11
Machine Learning Engineer,5.5,Bachelors,2,0,Tier-2,Startup,deep learning|docker|keras|machine learning|python|pytorch|scikit-learn|sql|xgboost,18.39
Full Stack Developer,0.2,Bachelors,2,1,Tier-2,Product-based,css|html|javascript|rest api|sql,8.08
UI/UX Designer,1.3,Bachelors,4,3,Tier-2,Startup,a/b testing|ui/ux design|user research|wireframing,8.59
Business Analyst,2.7,Bachelors,2,0,Tier-1,Startup,excel|jira|power bi|sql|stakeholder management|statistics,9.81
Software Engineer,0.9,Bachelors,3,0,Tier-2,Service-based,agile|algorithms|c++|java|linux|oop|rest api|system design,6.29
Data Analyst,3.3,Bachelors,2,0,Tier-1,Startup,excel|numpy|power bi|statistics,8.34
Cybersecurity Analyst,2.6,Bachelors,4,2,Tier-1,Product-based,linux|network security|penetration testing|risk assessment|siem,13.47
Frontend Developer,1.5,Bachelors,2,1,Tier-1,Startup,html|javascript|rest api|typescript,9.47
Frontend Developer,0.9,PhD,5,0,Tier-2,Service-based,css|figma|git|javascript|node.js|react|rest api|typescript,7.41
DevOps Engineer,1.5,Bachelors,2,1,Tier-1,Product-based,aws|azure|ci/cd|docker|gcp|linux|system design,12.77
Product Manager,4.7,Bachelors,3,0,Tier-1,Startup,agile|jira|product management|requirements gathering|sql|stakeholder management,24.93
AI Engineer,2.6,Bachelors,1,1,Tier-2,Product-based,computer vision|docker|machine learning|nlp|python|pytorch|scikit-learn|system design|tensorflow,18.87
Data Analyst,0.6,Masters,9,0,Tier-1,Service-based,numpy|python|r|sql|tableau,8.7
Data Scientist,0.0,Masters,1,1,Tier-1,Startup,data visualization|deep learning|excel|machine learning|numpy|power bi|python|scikit-learn,10.81
Cybersecurity Analyst,2.4,Masters,3,0,Tier-2,Startup,network security|risk assessment|siem,10.27
Full Stack Developer,1.5,Bachelors,5,0,Tier-3,Product-based,css|docker|html|javascript|mongodb|node.js|react|typescript,8.27
Software Engineer,5.8,Masters,3,2,Tier-2,Product-based,agile|algorithms|data structures|git|java|oop|rest api,15.07
Cybersecurity Analyst,2.9,Masters,3,1,Tier-1,Service-based,aws|ci/cd|linux|penetration testing|risk assessment,10.83
AI Engineer,2.4,Bachelors,3,1,Tier-1,Product-based,computer vision|deep learning|machine learning|nlp|python|pytorch|system design|tensorflow,22.54
Backend Developer,0.6,Bachelors,4,0,Tier-2,Enterprise,fastapi|java|mongodb|node.js|python|rest api|spring boot|sql|system design,7.94
AI Engineer,1.6,Masters,4,1,Tier-1,Service-based,machine learning|nlp|scikit-learn|tensorflow,16.66
Cybersecurity Analyst,0.9,Bachelors,5,2,Tier-3,Enterprise,linux|network security|penetration testing|risk assessment|siem,8.01
Business Analyst,1.3,Masters,1,1,Tier-2,Product-based,agile|data visualization|excel|power bi|python|requirements gathering|sql,9.75
Full Stack Developer,1.0,Masters,4,1,Tier-3,Service-based,css|docker|javascript|node.js|react|rest api|sql,7.83
Data Analyst,3.2,Bachelors,5,1,Tier-2,Startup,data visualization|excel|matplotlib|numpy|power bi|sql|statistics,8.33
Machine Learning Engineer,5.0,Bachelors,7,0,Tier-2,Startup,airflow|deep learning|machine learning|pytorch|sql|tensorflow,16.4
Frontend Developer,1.8,Bachelors,2,0,Tier-2,Product-based,css|figma|javascript|node.js|react|rest api|typescript,9.38
Backend Developer,6.3,Bachelors,1,1,Tier-3,Service-based,node.js|python|sql|system design,8.86
Cloud Engineer,8.7,Bachelors,3,0,Tier-1,Service-based,aws|azure|ci/cd|docker|gcp|jenkins,23.56
Software Engineer,4.2,Bachelors,4,1,Tier-3,Enterprise,algorithms|data structures|git|java|oop|sql|system design,10.48
UI/UX Designer,0.6,Bachelors,9,1,Tier-2,Startup,prototyping|ui/ux design|user research,7.29
DevOps Engineer,7.2,Bachelors,1,0,Tier-2,Product-based,aws|azure|ci/cd|docker|jenkins|kubernetes|python|system design|terraform,21.06
Full Stack Developer,3.3,Bachelors,2,2,Tier-1,Service-based,css|django|html|mongodb|node.js|python|react|rest api|sql,10.61
Cloud Engineer,2.8,Masters,2,0,Tier-2,Enterprise,aws|azure|ci/cd|docker|gcp|kubernetes|python|system design|terraform,12.85
Business Analyst,14.1,Masters,7,0,Tier-1,Service-based,excel|sql|stakeholder management,21.43
Business Analyst,15.0,Masters,6,0,Tier-2,Startup,data visualization|power bi|requirements gathering|stakeholder management,25.1
Full Stack Developer,0.7,Bachelors,2,3,Tier-2,Product-based,css|javascript|react|rest api|sql,9.67
Full Stack Developer,4.2,Masters,8,0,Tier-1,Startup,css|docker|html|javascript|node.js|react|rest api|sql,16.9
AI Engineer,2.8,Masters,2,2,Tier-2,Product-based,aws|computer vision|deep learning|kubernetes|machine learning|nlp|tensorflow,21.25
Software Engineer,0.9,Bachelors,7,0,Tier-1,Enterprise,c++|git|java|sql,10.54
Software Engineer,3.0,Bachelors,3,0,Tier-3,Startup,algorithms|c++|data structures|git|java|oop|sql,10.71
Data Scientist,1.9,Bachelors,6,1,Tier-2,Product-based,data visualization|machine learning|pandas|python|scikit-learn|sql|statistics,14.62
Data Analyst,4.1,Masters,5,1,Tier-2,Product-based,data visualization|excel|matplotlib|numpy|python|sql|statistics|tableau,12.22
Backend Developer,10.1,Masters,2,2,Tier-1,Service-based,django|java|node.js|postgresql|python|sql,19.67
Machine Learning Engineer,0.4,PhD,2,1,Tier-1,Service-based,airflow|python|pytorch|tensorflow,12.77
Product Manager,0.4,Bachelors,3,1,Tier-1,Enterprise,a/b testing|agile|product management,13.46
Data Analyst,0.8,Bachelors,4,1,Tier-3,Startup,data visualization|excel|power bi|python|tableau,5.86
Cybersecurity Analyst,0.0,Bachelors,3,2,Tier-1,Startup,aws|linux|network security|penetration testing|risk assessment|siem,8.01
Cybersecurity Analyst,0.1,Bachelors,4,0,Tier-1,Startup,azure|ci/cd|linux|network security|python|risk assessment|siem,7.94
Software Engineer,8.2,Bachelors,2,1,Tier-3,Startup,algorithms|data structures|git|java|linux|oop|python|rest api,14.81
Cybersecurity Analyst,1.8,Masters,4,2,Tier-2,Startup,ci/cd|network security|risk assessment|siem,9.93
Data Scientist,2.0,Bachelors,8,0,Tier-1,Startup,data visualization|machine learning|pandas|python|scikit-learn|statistics,14.18
Machine Learning Engineer,8.2,Masters,5,1,Tier-2,Product-based,deep learning|machine learning|python|pytorch|scikit-learn|system design|tensorflow|xgboost,30.36
Backend Developer,11.5,Masters,4,0,Tier-1,Product-based,java|postgresql|python|rest api|sql|system design,28.73
Software Engineer,0.6,Bachelors,4,1,Tier-1,Service-based,agile|algorithms|data structures|java|oop|python|sql|system design,6.3
Data Scientist,0.3,Masters,2,3,Tier-2,Enterprise,data visualization|excel|machine learning|matplotlib|numpy|python|r|sql,8.74
UI/UX Designer,3.5,Bachelors,5,2,Tier-3,Startup,agile|figma|html|prototyping|ui/ux design,9.23
AI Engineer,1.6,PhD,5,1,Tier-1,Startup,docker|kubernetes|machine learning|nlp|pytorch|scikit-learn,20.38
Full Stack Developer,0.3,Masters,1,0,Tier-3,Service-based,css|django|docker|html|react|rest api,5.55
Product Manager,1.9,Masters,5,1,Tier-2,Startup,a/b testing|jira|product management|requirements gathering|stakeholder management|user research,16.09
Machine Learning Engineer,3.5,Bachelors,8,0,Tier-1,Service-based,deep learning|machine learning|python|pytorch|scikit-learn|system design|tensorflow,14.21
Cloud Engineer,1.0,Masters,3,3,Tier-1,Service-based,aws|azure|ci/cd|docker|jenkins|kubernetes|system design|terraform,12.78
DevOps Engineer,3.7,Masters,5,2,Tier-2,Service-based,aws|ci/cd|docker|jenkins|kubernetes|linux|python|terraform,14.17
Full Stack Developer,0.7,Bachelors,9,0,Tier-2,Product-based,css|html|javascript|node.js|react|rest api|sql,11.02
Cybersecurity Analyst,1.3,Bachelors,5,0,Tier-1,Service-based,linux|network security|penetration testing|risk assessment|siem,7.29
Backend Developer,1.6,Masters,5,1,Tier-1,Startup,java|postgresql|python|rest api|spring boot|sql|system design,12.9
Business Analyst,1.6,Bachelors,3,1,Tier-2,Product-based,data visualization|excel|power bi|sql|stakeholder management,7.69
Software Engineer,2.7,Bachelors,3,0,Tier-1,Product-based,algorithms|c++|data structures|git|linux|oop|python|rest api,13.35
UI/UX Designer,1.2,PhD,4,0,Tier-1,Startup,figma|prototyping|ui/ux design|user research|wireframing,11.98
Product Manager,2.0,Bachelors,2,0,Tier-2,Service-based,agile|jira|product management|requirements gathering|stakeholder management,13.01
Full Stack Developer,6.5,Bachelors,6,1,Tier-1,Startup,css|html|javascript|python|react|rest api|sql,19.39
Backend Developer,1.6,Masters,8,0,Tier-2,Startup,fastapi|java|mongodb|node.js|postgresql|rest api|system design,10.44
Data Scientist,0.8,Masters,1,1,Tier-1,Product-based,data visualization|deep learning|matplotlib|numpy|pandas|python|scikit-learn|sql|tensorflow,14.25
Product Manager,2.5,Bachelors,4,2,Tier-3,Service-based,agile|data visualization|jira|product management|stakeholder management|wireframing,10.12
Data Scientist,0.2,Bachelors,2,1,Tier-2,Startup,data visualization|machine learning|numpy|python|scikit-learn|statistics,7.45
AI Engineer,3.9,Bachelors,4,0,Tier-1,Service-based,deep learning|machine learning|nlp|python|pytorch|scikit-learn|system design|tensorflow,18.01
Cybersecurity Analyst,0.5,Bachelors,4,0,Tier-1,Product-based,aws|azure|linux|network security|penetration testing|risk assessment,10.91
Software Engineer,0.3,Bachelors,6,1,Tier-1,Product-based,c++|data structures|git|java|linux|system design,10.47
Machine Learning Engineer,9.2,Masters,4,2,Tier-1,Service-based,airflow|deep learning|docker|machine learning|python|scikit-learn|system design|tensorflow|xgboost,26.89
Data Analyst,0.6,Bachelors,5,1,Tier-3,Service-based,excel|power bi|python|sql|statistics,4.94
UI/UX Designer,3.7,Masters,4,0,Tier-2,Enterprise,agile|css|html|prototyping|ui/ux design|user research,10.26
Frontend Developer,2.3,Masters,7,2,Tier-1,Enterprise,css|html|javascript,12.29
Business Analyst,3.6,Masters,5,2,Tier-1,Product-based,agile|data visualization|excel|power bi|sql|stakeholder management,15.41
Backend Developer,2.5,Bachelors,4,1,Tier-2,Startup,java|postgresql|python|redis|rest api|sql|system design,10.42
Data Scientist,5.2,PhD,3,0,Tier-3,Startup,data visualization|numpy|pandas|sql,15.28
Cybersecurity Analyst,0.4,Bachelors,5,0,Tier-1,Service-based,linux|network security|penetration testing|risk assessment|siem,7.82
Data Analyst,2.4,PhD,4,0,Tier-1,Startup,data visualization|excel|r|statistics|tableau,12.2
Business Analyst,4.6,Bachelors,4,1,Tier-1,Startup,data visualization|excel|power bi|requirements gathering,13.08
DevOps Engineer,6.7,Bachelors,1,2,Tier-1,Product-based,aws|azure|ci/cd|gcp|jenkins|kubernetes,24.06
Data Analyst,0.8,Bachelors,4,0,Tier-3,Service-based,data visualization|excel|numpy|power bi|python|sql|statistics|tableau,4.6
DevOps Engineer,0.8,Bachelors,3,1,Tier-1,Product-based,aws|ci/cd|docker|jenkins|kubernetes|linux|terraform,14.75
Cybersecurity Analyst,0.7,Bachelors,5,1,Tier-1,Enterprise,aws|azure|ci/cd|network security|penetration testing|risk assessment,10.31
Business Analyst,4.7,Bachelors,6,1,Tier-1,Service-based,agile|data visualization|excel|python|requirements gathering|sql|statistics,11.96
Business Analyst,0.6,Masters,3,2,Tier-1,Enterprise,agile|excel|power bi|python|requirements gathering|sql|stakeholder management,9.92
Frontend Developer,4.0,Bachelors,6,0,Tier-2,Product-based,agile|css|git|html|javascript|node.js|react|rest api|typescript,13.66
Product Manager,2.7,Masters,5,1,Tier-2,Product-based,jira|product management|requirements gathering,18.74
AI Engineer,1.9,Masters,3,0,Tier-1,Product-based,aws|computer vision|nlp|python|pytorch|system design|tensorflow,18.12
Data Analyst,2.2,Masters,8,2,Tier-1,Startup,excel|power bi|r|sql|tableau,11.11
UI/UX Designer,2.4,PhD,4,1,Tier-3,Product-based,a/b testing|css|figma|html|prototyping|ui/ux design|wireframing,10.61
Data Scientist,8.8,Bachelors,5,3,Tier-3,Product-based,data visualization|machine learning|matplotlib|python|r|sql,25.82
Frontend Developer,1.0,Bachelors,4,1,Tier-1,Startup,css|git|html|javascript|react|typescript,10.28
Full Stack Developer,5.2,Masters,4,0,Tier-2,Service-based,css|docker|html|javascript|mongodb|node.js|python|react,13.8
Data Analyst,11.5,Bachelors,3,1,Tier-1,Product-based,excel|power bi|python|sql|statistics,23.05
DevOps Engineer,0.7,Masters,2,1,Tier-3,Product-based,ci/cd|jenkins|kubernetes|linux|python|system design|terraform,11.02
Cloud Engineer,5.9,Bachelors,6,0,Tier-3,Service-based,azure|ci/cd|docker|gcp|system design|terraform,12.56
DevOps Engineer,3.9,Bachelors,6,1,Tier-2,Product-based,aws|ci/cd|docker|gcp|jenkins|linux|python|system design|terraform,17.35
DevOps Engineer,1.4,Masters,2,0,Tier-1,Service-based,aws|ci/cd|docker|jenkins|kubernetes|linux|terraform,12.09
Business Analyst,1.8,Masters,7,2,Tier-2,Product-based,data visualization|excel|power bi|requirements gathering|sql,12.32
Data Scientist,2.7,Bachelors,3,0,Tier-2,Startup,data visualization|power bi|python|scikit-learn|sql,12.63
